Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y
Honeywell,HON,216.74,168.37180267232472,-0.2231623019639904,0.08839606632560042,0.21895791969485134
Idexx Laboratories,IDXX,636.71,162.04703964091502,-0.7454931764211101,0.16426196068017196,0.35390446368019335
Intel,INTC,25.31,-22.607032150941837,-1.893205537374233,-0.051021102401603353,0.4390758411453308
Intuit,INTU,700.939,630.9297520851682,-0.09987923045348,0.21502750391233205,0.34472134546317557
Intuitive Surgical,ISRG,479.2,117.4238948209496,-0.7549584832617913,0.20116284095211304,0.3297194567934064
Keurig Dr Pepper,KDP,35.18,74.97849400070989,1.1312818078655456,0.05771879574878572,0.19166595085581656
KLA Corporation,KLAC,876.08,531.4374923575325,-0.3933915939668381,0.3830822096797567,0.42289574127197915
Kraft Heinz,KHC,27.67,,,-0.021368798649132815,0.22362717943494587
Lam Research,LRCX,100.33,57.14608410240748,-0.4304187770117863,0.3070879717859373,0.44678269025293194
Linde plc,LIN,479.92,304.34133922689364,-0.3658498515859025,0.16032126920353892,0.2173678736127876
Lululemon,LULU,197.66,557.7692049994067,1.8218618081524167,-0.04274499266705076,0.403353842355673
Marriott International,MAR,266.78,295.7827849408448,0.1087142399761782,0.25189338533360817,0.30839965403483094
Marvell Technology,MRVL,72.07,29.09757540107156,-0.596259533771728,0.3122894979274956,0.569918828106036
Mercado Libre,MELI,2342.94,1483.1615571899176,-0.3669656255858377,0.2626842929938091,0.5079265367716332
Meta Platforms,META,751.48,594.4050706174064,-0.20902077152099,0.30462260656842977,0.4397812272731194
Microchip Technology,MCHP,64.71,25.55414625359997,-0.6050974153361154,0.13584726540650716,0.4330811007998231
Micron Technology,MU,122.05,-24.76642488848746,-1.2029203186275088,0.3116948017227012,0.4659667902169776
Microsoft,MSFT,509.77,375.2530934412712,-0.2638776439545849,0.2090152928287676,0.2656617515366712
MicroStrategy,MSTR,336.57,-48.43449012032653,-1.1439061417248315,1.0894356987837661,0.9554312472319451
Mondelez International,MDLZ,62.66,136.1427601696129,1.1727219944081215,0.036598364733969824,0.1873512163198073
Monster Beverage,MNST,63.99,97.49201057961054,0.5235507201064311,0.1177596429677432,0.24001400355769215
"Netflix, Inc.",NFLX,1214.15,160.408823422418,-0.8678838500824297,0.28246389441955666,0.4412778703017824
Nvidia,NVDA,175.64,146.43501530013742,-0.1662775261891514,0.6660228822494193,0.5272317346403914
NXP Semiconductors,NXPI,229.27,221.51235322284808,-0.0338362924811441,0.20609821190776456,0.39827874397276963
O'Reilly Automotive,ORLY,103.06,161.52902978571362,0.5673299998613779,0.27044737949910685,0.22319513318091883
Old Dominion Freight Line,ODFL,154.8,96.68683468675998,-0.3754080446591733,0.14466700565783394,0.34625307633386165
Onsemi,ON,49.77,49.38051384651029,-0.0078257213881799,0.30767380624210766,0.5189189122323938
Paccar,PCAR,99.46,139.96476180536155,0.4072467505063499,0.1390744718732938,0.25842721086718146
Palantir Technologies,PLTR,157.75,3.9013816291195456,-0.9752685792131884,0.8297517429142247,0.7234395014598759
Palo Alto Networks,PANW,181.56,212.0039577688236,0.1676798731484006,0.3687531936964179,0.4091011699158386
Paychex,PAYX,139.01,154.67492377277375,0.1126891861936103,0.15329331692457948,0.22993685764180016
PayPal,PYPL,69.05,110.8555015409491,0.6054381106582059,-0.1218246933693609,0.42398005593456656
PDD Holdings,PDD,119.07,,,0.3251788822848087,0.7277111626508104
PepsiCo,PEP,152.16,248.04432915857024,0.6301546343228854,0.03588158388570854,0.1782682948435995
Qualcomm,QCOM,156.25,222.7594322626282,0.4256603664808205,0.13840665105233257,0.38583908810222867
Regeneron Pharmaceuticals,REGN,571.78,,,0.04046238443219821,0.3002988129718559
Roper Technologies,ROP,532.59,590.4776864462622,0.1086909000286564,0.06706123698607161,0.2094073057703213
Ross Stores,ROST,147.88,171.95947867101336,0.1628312055113157,0.15436263631934585,0.3158096207081292
Shopify,SHOP,139.25,15.324528947455711,-0.8899495228189895,0.2718961672957394,0.6553582416498566
Starbucks,SBUX,90.93,83.67200849307703,-0.0798195480800942,0.07767629929547375,0.3106835231070505
Synopsys,SNPS,612.79,342.0119179137242,-0.4418774491853258,0.27113372820688586,0.35425853940968005
T-Mobile US,TMUS,258.22,-38.43371677191287,-1.148840975803241,0.19208689739394674,0.24020660865989155
Take-Two Interactive,TTWO,228.36,17.943451647213568,-0.9214247169065792,0.10876521984826938,0.324978591020031
"Tesla, Inc.",TSLA,329.31,54.34456737880275,-0.8349744393465041,0.3714812995327353,0.6307038937745586
Texas Instruments,TXN,195.94,83.81275712144384,-0.5722529492628159,0.11801858421675945,0.30347648304862246
Thomson Reuters,TRI,174.96,104.4642753766047,-0.4029248092329407,0.17882072563002416,0.204821293057167
Trade Desk (The),TTD,52.53,57.391528588768,0.0925476601707215,0.2721526473581902,0.6976640837963974
Verisk Analytics,VRSK,271.01,149.23796124226533,-0.4493267361268391,0.10196083970687576,0.22764737470164778
Vertex Pharmaceuticals,VRTX,390.76,613.1933649523746,0.5692326874612925,0.12206245934072833,0.30127104097222057
Warner Bros. Discovery,WBD,11.56,,,0.02085392843788834,0.5447356262874722
"Workday, Inc.",WDAY,229.79,201.61127780993152,-0.1226281482661059,0.10572649337563876,0.3816030514139679
Xcel Energy,XEL,73.22,,,0.03222146666451902,0.21041763800779276
